Time;EDA;Normed
06/23/16 12:20 PM;0.468504370460953;0.072810114460953
06/23/16 12:20 PM;0.457205657417201;0.061511401417201
06/23/16 12:20 PM;0.457205657417201;0.061511401417201
06/23/16 12:20 PM;0.443940925051412;0.048246669051412
06/23/16 12:20 PM;0.438229638920891;0.042535382920891
06/23/16 12:20 PM;0.438229638920891;0.042535382920891
06/23/16 12:20 PM;0.432500658616473;0.036806402616473
06/23/16 12:20 PM;0.430585755796808;0.034891499796808
06/23/16 12:20 PM;0.436320634159193;0.040626378159193
06/23/16 12:20 PM;0.426753984138156;0.031059728138156
06/23/16 12:20 PM;0.420991581505263;0.025297325505263
06/23/16 12:20 PM;0.428670852977143;0.032976596977143
06/23/16 12:20 PM;0.419066848588988;0.023372592588988
06/23/16 12:20 PM;0.405540635653367;0.009846379653367
06/23/16 12:20 PM;0.407479130704897;0.011784874704897
06/23/16 12:20 PM;0.407479130704897;0.011784874704897
06/23/16 12:20 PM;0.405540635653367;0.009846379653367
06/23/16 12:20 PM;0.415211484698472;0.019517228698472
06/23/16 12:20 PM;0.409415659737104;0.013721403737104
06/23/16 12:20 PM;0.411348256730668;0.015654000730668
06/23/16 12:20 PM;0.409415659737104;0.013721403737104
06/23/16 12:20 PM;0.403602140601838;0.007907884601838
06/23/16 12:20 PM;0.401659713511665;0.005965457511665
06/23/16 12:20 PM;0.393874276996395;-0.001819979003605
06/23/16 12:20 PM;0.393874276996395;-0.001819979003605
06/23/16 12:20 PM;0.395822602144534;0.000128346144534
06/23/16 12:20 PM;0.397770927292674;0.002076671292674
06/23/16 12:20 PM;0.399715320402169;0.004021064402169
06/23/16 12:20 PM;0.397770927292674;0.002076671292674
06/23/16 12:20 PM;0.389967796603505;-0.005726459396495
06/23/16 12:20 PM;0.38605541815265;-0.00963883784735
06/23/16 12:20 PM;0.38605541815265;-0.00963883784735
06/23/16 12:20 PM;0.389967796603505;-0.005726459396495
06/23/16 12:20 PM;0.3840972629079;-0.0115969930921
06/23/16 12:20 PM;0.391922019809611;-0.003772236190389
06/23/16 12:20 PM;0.389967796603505;-0.005726459396495
06/23/16 12:20 PM;0.382135175624506;-0.013559080375494
06/23/16 12:20 PM;0.382135175624506;-0.013559080375494
06/23/16 12:20 PM;0.378207069019074;-0.017487186980926
06/23/16 12:20 PM;0.382135175624506;-0.013559080375494
06/23/16 12:20 PM;0.389967796603505;-0.005726459396495
06/23/16 12:20 PM;0.380173088341113;-0.015521167658888
06/23/16 12:20 PM;0.376241049697037;-0.019453206302963
06/23/16 12:20 PM;0.3840972629079;-0.0115969930921
06/23/16 12:20 PM;0.372301146975673;-0.023393109024328
06/23/16 12:20 PM;0.372301146975673;-0.023393109024328
06/23/16 12:20 PM;0.374271098336354;-0.021423157663646
06/23/16 12:20 PM;0.382135175624506;-0.013559080375494
06/23/16 12:20 PM;0.370327263576346;-0.025366992423654
06/23/16 12:20 PM;0.376241049697037;-0.019453206302963
06/23/16 12:20 PM;0.370327263576346;-0.025366992423654
06/23/16 12:20 PM;0.36835338017702;-0.02734087582298
06/23/16 12:20 PM;0.36835338017702;-0.02734087582298
06/23/16 12:20 PM;0.370327263576346;-0.025366992423654
06/23/16 12:20 PM;0.36637556473905;-0.02931869126095
06/23/16 12:20 PM;0.36637556473905;-0.02931869126095
06/23/16 12:20 PM;0.372301146975673;-0.023393109024328
06/23/16 12:20 PM;0.36835338017702;-0.02734087582298
06/23/16 12:20 PM;0.360434254347852;-0.035260001652148
06/23/16 12:20 PM;0.360434254347852;-0.035260001652148
06/23/16 12:20 PM;0.36439774930108;-0.03129650669892
06/23/16 12:20 PM;0.358448574832594;-0.037245681167406
06/23/16 12:20 PM;0.36439774930108;-0.03129650669892
06/23/16 12:20 PM;0.362416001824466;-0.033278254175534
06/23/16 12:20 PM;0.356460929298013;-0.039233326701987
06/23/16 12:20 PM;0.350488162597662;-0.045206093402338
06/23/16 12:20 PM;0.348494619005116;-0.047199636994884
06/23/16 12:20 PM;0.358448574832594;-0.037245681167406
06/23/16 12:20 PM;0.348494619005116;-0.047199636994884
06/23/16 12:20 PM;0.358448574832594;-0.037245681167406
06/23/16 12:20 PM;0.352481706190208;-0.043212549809792
06/23/16 12:20 PM;0.348494619005116;-0.047199636994884
06/23/16 12:20 PM;0.358448574832594;-0.037245681167406
06/23/16 12:20 PM;0.348494619005116;-0.047199636994884
06/23/16 12:20 PM;0.350488162597662;-0.045206093402338
06/23/16 12:20 PM;0.350488162597662;-0.045206093402338
06/23/16 12:20 PM;0.354473283763433;-0.041220972236567
06/23/16 12:20 PM;0.344497701723413;-0.051196554276587
06/23/16 12:20 PM;0.342496294053578;-0.053197961946422
06/23/16 12:20 PM;0.350488162597662;-0.045206093402338
06/23/16 12:20 PM;0.348494619005116;-0.047199636994884
06/23/16 12:20 PM;0.346497143373925;-0.049197112626075
06/23/16 12:20 PM;0.350488162597662;-0.045206093402338
06/23/16 12:20 PM;0.342496294053578;-0.053197961946422
06/23/16 12:20 PM;0.336482240947464;-0.059212015052536
06/23/16 12:20 PM;0.336482240947464;-0.059212015052536
06/23/16 12:20 PM;0.334472969200341;-0.061221286799659
06/23/16 12:20 PM;0.334472969200341;-0.061221286799659
06/23/16 12:20 PM;0.33044852764813;-0.06524572835187
06/23/16 12:20 PM;0.326414255999308;-0.069280000000692
06/23/16 12:20 PM;0.332461731433896;-0.063232524566104
06/23/16 12:20 PM;0.326414255999308;-0.069280000000692
06/23/16 12:20 PM;0.328433357843041;-0.067260898156959
