Video Time;Neutral;Happy;Sad;Angry;Surprised;Scared;Disgusted;Contempt;Valence;Arousal
02:57,6;0,7629867;0,04401926;0,1973485;0,021852;0;0;0,003580532;0,6091173;-0,1533292;0,4461039
02:57,7;0,7603478;0,04623042;0,2018377;0,02200326;0;0;0,003662489;0,6088262;-0,1556073;0,4490172
02:57,7;0,7577352;0,04757413;0,2073598;0,02220144;0;0;0,003667317;0,6006323;-0,1597856;0,4516566
02:57,8;0,7542292;0,0486931;0,2140261;0,02243423;0;0;0,003655262;0,5791638;-0,165333;0,4540368
02:57,9;0,7496353;0,04912156;0,2227104;0,02273416;0;0;0,003585295;0,5633376;-0,1735889;0,4562093
02:57,9;0,7487876;0,04898484;0,22313;0,02345249;0;0;0,003594235;0,565998;-0,1741451;0,4581476
02:58,0;0,74887;0,0479375;0,2211574;0,02421979;0;0;0,003633628;0,5670819;-0,1732199;0,4581476
02:58,1;0,7486035;0,04608004;0,2185426;0,02563282;0;0;0,003611311;0,5735955;-0,1724626;0,4572879
02:58,1;0,7505835;0,04446455;0,2128576;0,02657674;0;0;0,003591702;0,565657;-0,168393;0,4565766
02:58,2;0,7534046;0,04310204;0,20612;0,02747737;0;0;0,003576542;0,5464612;-0,163018;0,45485
02:58,3;0,7546275;0,04160002;0,2025354;0,02787453;0;0;0,003542979;0,5463253;-0,1609354;0,4522229
02:58,3;0,7574911;0,04087511;0,196743;0,02798926;0;0;0,003509896;0,5385551;-0,1558679;0,4487997
02:58,4;0,7600976;0,04069449;0,1917046;0,02807208;0;0;0,003464534;0,5190663;-0,1510101;0,4446757
02:58,5;0,7604164;0,04088514;0,1907844;0,02811111;0;0;0,003438044;0,5082832;-0,1498993;0,4399379
02:58,5;0,7596278;0,04113692;0,1911022;0,02790625;0;0;0,00342034;0,5071925;-0,1499653;0,4346654
02:58,6;0,7587729;0,04223289;0,1900887;0,02801349;0;0;0,00343988;0,4861308;-0,1478558;0,4289304
02:58,7;0,7573483;0,0438971;0,1905384;0,02846814;0;0;0,00346127;0,4759221;-0,1466413;0,4229155
02:58,7;0,7559108;0,04572344;0,1901499;0,02925305;0;0;0,003500141;0,4677901;-0,1444265;0,4171001
02:58,8;0,751787;0,0470908;0,1930928;0,02969968;0;0;0,003502088;0,4413066;-0,146002;0,4114774
02:58,9;0,7451495;0,0482587;0,1997778;0,02991048;0;0;0,00348557;0,3958659;-0,1515191;0,4060412
02:58,9;0,7387526;0,04942251;0,205817;0,02980552;0;0;0,003413534;0,3467366;-0,1563945;0,4007851
02:59,0;0,7349913;0,05045374;0,2073345;0,02951062;0;0;0,003331714;0,2845323;-0,1568808;0,3957033
02:59,1;0,7302659;0,05092372;0,2115674;0,02926726;0;0;0,003234371;0,2334875;-0,1606437;0,39079
02:59,1;0,7273071;0,05073629;0,213163;0,02899112;0;0;0,003123086;0,1916001;-0,1624267;0,3860396
02:59,2;0,7257867;0,0499049;0,2131052;0,0284319;0;0;0,003000455;0,1572272;-0,1632003;0,3814467
02:59,3;0,7209606;0,04860439;0,2195295;0,02759391;0;0;0,002813193;0,1290208;-0,1709251;0,377006
02:59,3;0,7176524;0,04771493;0,2232326;0,02679022;0;0;0,002658635;0,1058746;-0,1755177;0,3728532
02:59,4;0,7175003;0,04701288;0,221579;0,02583391;0;0;0,00257005;0,0868808;-0,1745661;0,3694952
02:59,5;0,7150187;0,04557126;0,2245886;0,02484953;0;0;0,002496022;0,07129449;-0,1790173;0,3668568
02:59,5;0,7113627;0,04395651;0,2290032;0,02389442;0;0;0,002459545;0,06686153;-0,1850467;0,3648644
02:59,6;0,7080551;0,04212968;0,2333778;0,02294089;0;0;0,00245619;0,05486664;-0,1912481;0,3634547
02:59,7;0,704053;0,04015906;0,2387905;0,02194321;0;0;0,00247721;0,04502362;-0,1986315;0,3625633
02:59,7;0,7050225;0,03907279;0,2354956;0,02105675;0;0;0,002476228;0,03694641;-0,1964228;0,3621361
02:59,8;0,7083635;0,03810626;0,2283773;0,02027565;0;0;0,002494273;0,03031826;-0,1902711;0,362123
02:59,8;0,7094367;0,03719284;0,2252308;0,01965423;0;0;0,002543184;0,0248792;-0,1880379;0,362123
02:59,9;0,7121899;0,03706382;0,2197391;0,01894077;0;0;0,002613902;0,02076527;-0,1826753;0,362123
03:00,0;0,715597;0,03706406;0,2124267;0,01859502;0;0;0,002746989;0,01704;-0,1753626;0,3620656
03:00,0;0,7173211;0,03694101;0,2084365;0,01826773;0;0;0,00283049;0,01398304;-0,1714955;0,3620656
03:00,1;0,7189848;0,03730353;0,2038182;0,01799635;0;0;0,002903;0,0114745;-0,1665147;0,3692624
03:00,2;0,7178621;0,03723281;0,2034201;0,01768234;0;0;0,002975176;0,009415988;-0,1661873;0,37727
03:00,2;0,7141008;0,03596492;0,2093189;0,01737739;0;0;0,002921817;0,007726769;-0,173354;0,3855112
03:00,3;0,7132403;0,03480003;0,2108299;0,01724268;0;0;0,002846436;0,006340594;-0,1760299;0,3936404
03:00,4;0,7142486;0,03407814;0,2088447;0,0171761;0;0;0,002828778;0,005203098;-0,1747666;0,4014346
03:00,4;0,712627;0,03342872;0,2111388;0,01716697;0;0;0,002811242;0,004269666;-0,1777101;0,4087958
03:00,5;0,7091237;0,03264175;0,2156962;0,01702381;0;0;0,002779905;0,003503692;-0,1830544;0,4157169
03:00,6;0,7046658;0,0319065;0,2229102;0,01684608;0;0;0,002712349;0,002875133;-0,1910037;0,4221686
03:00,6;0,6986828;0,03124512;0,2339993;0,01653448;0;0;0,00264449;0,002359337;-0,2027542;0,4281197
03:00,7;0,6962113;0,03086501;0,2384021;0,01626595;0;0;0,002580828;0,001936074;-0,207537;0,4336053
03:00,8;0,6924976;0,03079712;0,2442074;0,01582205;0;0;0,002583581;0,001588744;-0,2134103;0,4386566
03:00,8;0,687193;0,03010595;0,2535111;0,015289;0;0;0,002603949;0,001303725;-0,2234052;0,4432492
03:00,9;0,6821222;0,02946121;0,2604188;0,01489189;0;0;0,00265093;0,001069839;-0,2309576;0,4474674
03:01,0;0,6765119;0,028991;0,2686833;0,01433098;0;0;0,002728317;0,000877911;-0,2396923;0,4512874
03:01,0;0,6709427;0,02847364;0,276555;0,01397091;0;0;0,002890399;0,000720414;-0,2480813;0,4547561
03:01,1;0,6661464;0,02816677;0,2831707;0,01354829;0;0;0,003021672;0,000591173;-0,2550039;0,4579145
03:01,2;0,6656112;0,02827903;0,2822806;0,01322286;0;0;0,003198178;0,000485117;-0,2540015;0,4607947
03:01,2;0,6615815;0,02810262;0,2883044;0,01296908;0;0;0,003414703;0,000398087;-0,2602018;0,4607947
03:01,3;0,65724;0,02841358;0,295577;0,01284232;0;0;0,003642011;0,000326671;-0,2671635;0,4599962
03:01,4;0,6551204;0,02875705;0,2980651;0,0126965;0;0;0,003931716;0,000268066;-0,269308;0,4590534
03:01,4;0,6532885;0,02905929;0,298723;0,01267758;0;0;0,004200188;0,000219976;-0,2696637;0,4579842
03:01,5;0,6486681;0,02889922;0,2991104;0,01244531;0;0;0,004254392;0,000180512;-0,2702111;0,4561134
03:01,6;0,6356527;0,02840238;0,3130506;0,01178204;0;0;0,004027179;0,000148128;-0,2846482;0,453524
03:01,6;0,6202986;0,02746565;0,334201;0,01084554;0;0;0,003787779;0,000121554;-0,3067354;0,4503022
03:01,7;0,6065946;0,02696459;0,3520631;0,009976528;0;0;0,003660537;0,000099748;-0,3250985;0,4465273
03:01,8;0,5958673;0,02685854;0,3644944;0,009208192;0;0;0,003697942;0,000081853;-0,3376358;0,4411137
03:01,8;0,5859374;0,02672765;0,3770863;0,008653576;0;0;0,003851953;0,001073136;-0,3503587;0,4342511
03:01,9;0,5679951;0,02625555;0,3904271;0,007719033;0;0;0,004080409;0,000880617;-0,3641715;0,4272624
03:02,0;0,552801;0,02611518;0,4017936;0,006869524;0;0;0,004427988;0,000722635;-0,3756784;0,419029
03:02,0;0,540395;0,0260952;0,4102506;0,006264177;0;0;0,004731827;0,000592995;-0,3841554;0,4097062
03:02,1;0,5389514;0,026339;0,4120081;0,006033408;0;0;0,005170487;0,000486612;-0,3856691;0,3997673
03:02,2;0,5388442;0,02653961;0,4114452;0,005765238;0;0;0,005694661;0,000399314;-0,3849056;0,3904538
03:02,2;0,5394712;0,02635928;0,4096881;0,005546304;0;0;0,006201611;0,000327678;-0,3833288;0,3805714
03:02,3;0,5397861;0,02607096;0,4092284;0,005409649;0;0;0,006688161;0,000268893;-0,3831575;0,3713564
03:02,4;0,5406844;0,02630216;0,4049885;0,005380091;0;0;0,00718916;0,000220654;-0,3786864;0,3627634
03:02,4;0,5449892;0,0267023;0,3960289;0,005389187;0;0;0,007522085;0,000181069;-0,3693267;0,3535938
03:02,5;0,5444496;0,0268183;0,3958178;0,005417827;0;0;0,007733932;0,000148585;-0,3689995;0,3450858
03:02,6;0,5432829;0,02681127;0,3970039;0,005493788;0;0;0,007730138;0,000121929;-0,3701927;0,3383403
03:02,6;0,5448442;0,02713957;0,3960343;0,00560425;0;0;0,007639813;0,000100055;-0,3688947;0,333183
03:02,7;0,5474336;0,02696191;0,3936245;0,005708239;0;0;0,007391796;0,000082105;-0,3666626;0,329455
03:02,8;0,5506838;0,02669189;0,3902245;0,005737259;0;0;0,007165186;0,000067376;-0,3635326;0,325859
03:02,8;0,554776;0,026505;0,3845545;0,005802001;0;0;0,00699429;0,000055289;-0,3580495;0,3235399
03:02,9;0,5587947;0,0264215;0,3806789;0,005841976;0;0;0,006717459;0,00004537;-0,3542574;0,3212143
03:03,0;0,5620661;0,02665197;0,3794822;0,005864316;0;0;0,006421296;0,000037231;-0,3528303;0,3188902
03:03,0;0,5658771;0,02717057;0,3770827;0,005848981;0;0;0,006280189;0,000030551;-0,3499122;0,3165749
03:03,1;0,5693489;0,02753351;0,3752879;0,005808167;0;0;0,006224512;0,000025071;-0,3477544;0,3142746
03:03,1;0,5748276;0,02747655;0,3709962;0,005882013;0;0;0,006190194;0,000020573;-0,3435197;0,3119951
03:03,2;0,5827115;0,02745958;0,3637697;0,006120971;0;0;0,006226185;0,000016882;-0,3363101;0,3097413
03:03,3;0,590709;0,02751226;0,3564471;0,006640129;0;0;0,00620498;0,000013854;-0,3289348;0,3076779
03:03,3;0,5976277;0,02759672;0,3507561;0,007146033;0;0;0,006141508;0,000011368;-0,3231594;0,3059016
03:03,4;0,6041253;0,02803736;0,3473654;0,007600945;0;0;0,006136426;0,000009329;-0,319328;0,3039654
03:03,5;0,6094861;0,02841364;0,3470643;0,008127296;0;0;0,006118741;0,000007655;-0,3186506;0,3020935
03:03,5;0,6161959;0,02909564;0,3433313;0,008772147;0;0;0,006045299;0,000006282;-0,3142357;0,3002836
03:03,6;0,6227993;0,02996618;0,3388935;0,009316681;0;0;0,005977588;0,000005155;-0,3089274;0,2985337
03:03,7;0,6288751;0,03113997;0,3351818;0,009930144;0;0;0,005896625;0,00000423;-0,3040418;0,2968418
03:03,7;0,6355118;0,03195174;0,3297194;0,01050711;0;0;0,005755817;0,000003471;-0,2977677;0,295206
03:03,8;0,6429359;0,03288883;0,3216625;0,01095339;0;0;0,005695546;0,000002848;-0,2887737;0,2936244
03:03,9;0,6506047;0,03372461;0,3124931;0,01138866;0;0;0,005697979;0,000002337;-0,2787685;0,2920953
03:03,9;0,6589008;0,03457394;0,3008522;0,01177133;0;0;0,00565388;0,000001918;-0,2662782;0,2906169
03:04,0;0,6668677;0,03523442;0,2895058;0,01197506;0;0;0,005683654;0,000001574;-0,2542714;0,2891874
03:04,1;0,6711119;0,03578704;0,2856058;0,0122645;0;0;0,005712229;0,000001292;-0,2498188;0,2878054
03:04,1;0,6735973;0,03620367;0,2848696;0,01256612;0;0;0,005781946;0,00000106;-0,248666;0,2864692
03:04,2;0,6762005;0,03691822;0,2835501;0,01283015;0;0;0,005914733;0,000225573;-0,2466319;0,2851772
03:04,3;0,6779929;0,03790733;0,2844352;0,01308633;0;0;0,005991862;0,01670431;-0,2465279;0,2839281
03:04,3;0,6808401;0,0390997;0,2836524;0,01337985;0;0;0,005959343;0,04477102;-0,2445527;0,2827204
03:04,4;0,68442;0,04092162;0,2803149;0,01394374;0;0;0,005912813;0,08981708;-0,2393933;0,2815528
03:04,5;0,6886546;0,042373;0,2756053;0,01450958;0;0;0,005722223;0,1311247;-0,2332323;0,2804238
03:04,5;0,6941982;0,04364769;0,2672888;0,01526584;0;0;0,005507841;0,1546299;-0,2236411;0,2793323
03:04,6;0,7007316;0,04427597;0,2572944;0,0161854;0;0;0,005354134;0,1713973;-0,2130185;0,278277
03:04,7;0,7056963;0,04515219;0,2500807;0,01690488;0;0;0,005221489;0,1901931;-0,2049285;0,2772567
03:04,7;0,711387;0,04601328;0,241001;0,01696151;0;0;0,005111841;0,2065446;-0,1949877;0,2762702
03:04,8;0,7171628;0,04600538;0,2329334;0,01633559;0;0;0,005008515;0,2110564;-0,1869281;0,2754121
03:04,9;0,7225392;0,04577015;0,2259883;0,01561066;0;0;0,004860876;0,2032375;-0,1802182;0,2751893
03:04,9;0,7279726;0,04593945;0,2185283;0,01549938;0;0;0,004680802;0,1865134;-0,1725889;0,2751893
03:05,0;0,733393;0,0465831;0,2114494;0,01564238;0;0;0,004552419;0,2073423;-0,1648663;0,2846675
03:05,1;0,7367979;0,04719349;0,2078795;0,01606788;0;0;0,004426314;0,2300941;-0,160686;0,2959316
03:05,1;0,7394373;0,04792786;0,2047368;0,0165521;0;0;0,004299287;0,2476516;-0,1568089;0,3078865
03:05,2;0,7425446;0,04845699;0,2011334;0,01696039;0;0;0,004244197;0,2711393;-0,1526764;0,319885
03:05,3;0,7432513;0,04813525;0,2017951;0,01656451;0;0;0,004157378;0,3067825;-0,1536599;0,3315603
03:05,3;0,7444446;0,04726125;0,2018814;0,01682081;0;0;0,004029281;0,3396962;-0,1546201;0,342723
03:05,4;0,7474897;0,04598206;0,1994904;0,01594422;0;0;0,003866727;0,3552063;-0,1535084;0,3532413
03:05,5;0,7501013;0,04534191;0,1973593;0,01535093;0;0;0,003759289;0,3608406;-0,1520174;0,3630835
03:05,5;0,7510273;0,04544212;0,1961831;0,01581491;0;0;0,00370817;0,3613822;-0,150741;0,3722254
03:05,6;0,7496139;0,04561102;0,1978226;0,01638158;0;0;0,003671411;0,3351441;-0,1522116;0,3806687
03:05,7;0,7418804;0,04596549;0,2076234;0,01682357;0;0;0,003640661;0,3112759;-0,1616579;0,3884476
03:05,7;0,7339892;0,04643954;0,2160832;0,01734339;0;0;0,003646381;0,2826058;-0,1696436;0,3956206
03:05,8;0,7295671;0,04694737;0,2186117;0,01791199;0;0;0,003720411;0,2469885;-0,1716644;0,4022032
03:05,9;0,7255393;0,04715074;0,2215867;0,01836895;0;0;0,003793488;0,2326932;-0,174436;0,4082439
03:05,9;0,7208847;0,04761754;0,2268276;0,01863522;0;0;0,003887543;0,2225355;-0,1792101;0,4137842
03:06,0;0,7149994;0,04757144;0,2369273;0,01874381;0;0;0,003922759;0,2145703;-0,1893558;0,4137842
03:06,1;0,7091939;0,04698613;0,2501481;0,01897579;0;0;0,00394758;0,2278754;-0,2031619;0,4133155
03:06,1;0,7053674;0,04653963;0,2608157;0,01904309;0;0;0,003909424;0,2368063;-0,2142761;0,413064
03:06,2;0,7021861;0,04596216;0,270611;0,01900712;0;0;0,00379844;0,2533683;-0,2246488;0,4130051
03:06,3;0,6998411;0,04541354;0,2788246;0,01893513;0;0;0,003654469;0,2739939;-0,2334111;0,4130051
03:06,3;0,7012846;0,0447249;0,2793263;0,01881224;0;0;0,003567905;0,2948515;-0,2346014;0,4159634
03:06,4;0,7048869;0,0442245;0,2760142;0,01900753;0;0;0,003481674;0,3222528;-0,2317897;0,4194012
03:06,4;0,7085231;0,04412557;0,2731747;0,019219;0;0;0,003385358;0,3452348;-0,2290491;0,4230234
03:06,5;0,7096792;0,04370067;0,2734934;0,01963519;0;0;0,00325889;0,3566632;-0,2297927;0,4266253
03:06,6;0,7125065;0,04332851;0,2692531;0,01975456;0;0;0,003115033;0,3530241;-0,2259246;0,4300922
03:06,6;0,713868;0,04368465;0,2658771;0,0196554;0;0;0,003050575;0,3396188;-0,2221925;0,4333725
03:06,7;0,7149448;0,04404758;0,2628446;0,01949341;0;0;0,002967646;0,3335818;-0,218797;0,4364233
03:06,8;0,7149359;0,04448086;0,2620929;0,0192355;0;0;0,002880666;0,3233883;-0,2176121;0,4392367
03:06,8;0,7128602;0,04520187;0,264141;0,01900475;0;0;0,002841645;0,3032575;-0,2189392;0,441833
03:06,9;0,7126436;0,04652731;0,2628721;0,0190162;0;0;0,002826251;0,2945213;-0,2163448;0,4441965
03:07,0;0,7131333;0,04826169;0,2599893;0,01932307;0;0;0,002856838;0,2840675;-0,2117276;0,4463277
03:07,0;0,7135474;0,04951892;0,2570767;0,01994407;0;0;0,002912976;0,2808154;-0,2075577;0,4482643
03:07,1;0,7143294;0,05022069;0,2536112;0,01958777;0;0;0,002975479;0,2835049;-0,2033905;0,4500273
03:07,2;0,7161287;0,05070381;0,2488185;0,01866822;0;0;0,003008694;0,2812161;-0,1981147;0,4516166
03:07,2;0,7187815;0,05111504;0,2426842;0,01806174;0;0;0,003026099;0,2750117;-0,1915692;0,4530431
03:07,3;0,721001;0,05157845;0,2370729;0,0180796;0;0;0,003019058;0,2767594;-0,1854945;0,4543023
03:07,4;0,7237784;0,05152872;0,2306443;0,01831221;0;0;0,003088226;0,2665646;-0,1791156;0,4554081
03:07,4;0,7241233;0,05141717;0,2280602;0,01899595;0;0;0,003163418;0,2573741;-0,176643;0,4554081
03:07,5;0,7218404;0,05109003;0,2294893;0,01968842;0;0;0,003226383;0,246361;-0,1783992;0,4553547
03:07,6;0,7197468;0,05037074;0,2309457;0,01994143;0;0;0,003262881;0,2263945;-0,1805749;0,4543388
03:07,6;0,7130743;0,04951638;0,241642;0,02000242;0;0;0,003291402;0,2160921;-0,1921256;0,453463
03:07,7;0,7052125;0,04810067;0,2543575;0,02027505;0;0;0,003306709;0,2097021;-0,2062568;0,4527126
03:07,8;0,6976875;0,0470393;0,2676821;0,02021557;0;0;0,003289967;0,1932498;-0,2206428;0,4520744
03:07,8;0,6873587;0,04585785;0,2876933;0,02009439;0;0;0,003211298;0,1768984;-0,2418354;0,4515379
03:07,9;0,6788408;0,04486076;0,3034371;0,01984291;0;0;0,003091721;0,1547021;-0,2585764;0,4510909
03:08,0;0,6743331;0,04365558;0,3113801;0,0193881;0;0;0,002989734;0,1291444;-0,2677245;0,4495753
03:08,0;0,6712278;0,04272497;0,3167817;0,01921181;0;0;0,002880914;0,1226844;-0,2740567;0,4482591
03:08,1;0,668216;0,04185889;0,3208464;0,01929476;0;0;0,002809871;0,1281916;-0,2789875;0,4471227
03:08,2;0,6667029;0,04131547;0,3227754;0,01924982;0;0;0,002678531;0,1290658;-0,28146;0,4461486
03:08,2;0,6647929;0,041066;0,3264998;0,01921998;0;0;0,002506793;0,1264747;-0,2854338;0,4453209
03:08,3;0,6657965;0,04127268;0,324208;0,018976;0;0;0,002378562;0,1294478;-0,2829354;0,4446242
03:08,4;0,6673239;0,04196524;0,3218217;0,01866204;0;0;0,002212711;0,1346532;-0,2798565;0,444045
03:08,4;0,6669477;0,04268329;0,3235062;0,01844169;0;0;0,001991956;0,139821;-0,2808229;0,4435721
03:08,5;0,6625115;0,04304756;0,3316891;0,01773119;0;0;0,001745281;0,1470337;-0,2886416;0,4431936
03:08,6;0,6614417;0,04376385;0,3332522;0,01751278;0;0;0,001487746;0,1676043;-0,2894884;0,4428996
03:08,6;0,6646107;0,04569311;0,3276902;0,01753356;0;0;0,001220846;0,2084244;-0,2819971;0,4426811
03:08,7;0,6732352;0,04717022;0,3145883;0,01770863;0;0;0,001001827;0,2392076;-0,2674181;0,4425272
03:08,8;0,6833482;0,04948552;0,2982391;0,01782597;0;0;0,0008221;0,2360094;-0,2487536;0,4424309
03:08,8;0,6919965;0,05157109;0,2844774;0,01792619;0;0;0,000674616;0,2488528;-0,2329063;0,4423859
03:08,9;0,7005227;0,05303037;0,2710253;0,01790681;0;0;0,000553591;0,2518198;-0,217995;0,4423853
03:09,0;0,7093773;0,05446997;0,2566851;0,01804798;0;0;0,000454277;0,2331226;-0,2022152;0,4423853
03:09,0;0,7154899;0,05556566;0,2470192;0,01827263;0;0;0,000392848;0,2224033;-0,1914536;0,4431709
03:09,1;0,7192323;0,05654847;0,2395539;0,01835086;0;0;0,00038373;0,2249094;-0,1830054;0,4431709
03:09,2;0,7227042;0,05668897;0,2329773;0,01858163;0;0;0,000432445;0,2277066;-0,1762883;0,4431129
03:09,2;0,7239059;0,0559423;0,2305825;0,01908582;0;0;0,000494648;0,2297716;-0,1746402;0,4430395
03:09,3;0,7241571;0,05396065;0,2310338;0,01963297;0;0;0,000537825;0,2196316;-0,1770731;0,4429513
03:09,4;0,7267557;0,05065405;0,2283193;0,0212863;0;0;0,000573131;0,2116701;-0,1776652;0,4428488
03:09,4;0,7341317;0,04745803;0,2190342;0,02322253;0;0;0,000704611;0,1862879;-0,1715762;0,4427325
03:09,5;0,7418892;0,04377599;0,208045;0,02577076;0;0;0,000951992;0,1828009;-0,164269;0,442603
03:09,6;0,749594;0,04088872;0,1957531;0,02804575;0;0;0,001155499;0,1832215;-0,1548644;0,4424607
03:09,6;0,7562555;0,03834596;0,1855479;0,02967555;0;0;0,001361846;0,1586599;-0,1472019;0,4423061
03:09,7;0,7577423;0,03648796;0,1833946;0,03087149;0;0;0,001520593;0,1414;-0,1469066;0,4421397
03:09,8;0,7521456;0,03519342;0,194644;0,03124947;0;0;0,001457501;0,1235251;-0,1594505;0,4419619
03:09,8;0,7434089;0,03410192;0,2115472;0,03092627;0;0;0,001312186;0,1013652;-0,1774453;0,441773
03:09,9;0,7322827;0,03348812;0,2326733;0,03028348;0;0;0,001076782;0,09149203;-0,1991852;0,4415736
03:09,9;0,7198576;0,0330538;0,2546237;0,02933287;0;0;0,0013801;0,08850446;-0,2215699;0,441364
03:10,0;0,708033;0,0333312;0,272879;0,02839151;0;0;0,001761123;0,08688299;-0,2395478;0,4411446
03:10,1;0,6990958;0,03329628;0,2853121;0,0272922;0;0;0,002057832;0,08869432;-0,2520158;0,4409158
03:10,1;0,6928599;0,03280202;0,2913452;0,02598061;0;0;0,002279984;0,0950342;-0,2585432;0,4406779
03:10,2;0,690801;0,03214156;0,2915779;0,02456605;0;0;0,002475112;0,0981557;-0,2594364;0,4404313
03:10,3;0,6890384;0,03167518;0,2915419;0,02328989;0;0;0,002660516;0,09714647;-0,2598667;0,4401763
03:10,3;0,6856287;0,0315784;0,2946601;0,02255269;0;0;0,002801594;0,1013942;-0,2630817;0,4399132
03:10,4;0,6832898;0,0312966;0,2967515;0,0218001;0;0;0,002888661;0,08820704;-0,2654549;0,4396424
03:10,5;0,6805266;0,03084373;0,2995628;0,02086776;0;0;0,002724353;0,07238279;-0,268719;0,4393641
03:10,5;0,6765284;0,03007312;0,3042849;0,02003215;0;0;0,002409067;0,05939738;-0,2742118;0,4390786
03:10,6;0,6751482;0,03005174;0,3037923;0,01916702;0;0;0,002307256;0,04874155;-0,2737406;0,4389157
03:10,7;0,6682534;0,02879729;0,3130042;0,01784304;0;0;0,002338606;0,03999738;-0,2842069;0,4380615
03:10,7;0,6556656;0,02906836;0,3289655;0,01656186;0;0;0,002581368;0,03282189;-0,2998972;0,4375765
03:10,8;0,6410542;0,02893841;0,3513202;0,0154393;0;0;0,00272301;0,02693367;-0,3223818;0,4375765
03:10,9;0,6137236;0,02649206;0,3786368;0,01389627;0;0;0,002640427;0,0221018;-0,3521447;0,4468342
03:10,9;0,5902862;0,02434635;0,4026651;0,01275581;0;0;0,002662791;0,01813675;-0,3783188;0,4590302
03:11,0;0,570381;0,02226266;0,4235056;0,01164369;0;0;0,002599834;0,01488304;-0,4012429;0,4725698
03:11,1;0,5522414;0,0208416;0,4442657;0,01074967;0;0;0,002619139;0,01221303;-0,4234241;0,4864969
03:11,1;0,5372487;0,01937626;0,4616329;0,009817177;0;0;0,002632426;0,01002203;-0,4422567;0,5007779
03:11,2;0,524579;0,01800616;0,4763307;0,008914722;0;0;0,002602002;0,008224086;-0,4583246;0,5007779
03:11,3;0,5135157;0,01684665;0,4902649;0,008150099;0;0;0,002579691;0,006748693;-0,4734182;0,4988767
03:11,3;0,5041319;0,01564032;0,5029876;0,007581001;0;0;0,002579011;0,005537984;-0,4873473;0,4957175
03:11,4;0,4962854;0,01439046;0,5143286;0,00715745;0;0;0,002558171;0,004544477;-0,4999381;0,4926539
03:11,5;0,4895335;0,01323238;0,5250412;0,006870755;0;0;0,002582272;0,003729202;-0,5118088;0,4885324
03:11,5;0,4839176;0,01216811;0,5346643;0,006560822;0;0;0,002596782;0,003060187;-0,5224962;0,4846258
03:11,6;0,4794346;0,011073;0,5419211;0,006157211;0;0;0,002624072;0,002511192;-0,5308481;0,4809209
03:11,7;0,4756498;0,01021062;0,5483965;0,005986913;0;0;0,002570788;0,002060687;-0,5381859;0,4785528
03:11,7;0,4729111;0,009334336;0,5513876;0,006049774;0;0;0,002467584;0,001691001;-0,5420533;0,4773802
03:11,8;0,4711774;0,008556562;0,5526489;0,005995731;0;0;0,002428543;0,001387637;-0,5440924;0,4772758
03:11,9;0,4696212;0,007893668;0,5543458;0,005961548;0;0;0,002421659;0,001138696;-0,5464521;0,4772758
03:11,9;0,4705154;0,007617463;0,5500671;0,006190338;0;0;0,002568355;0,000934415;-0,5424496;0,4835712
03:12,0;0,4738662;0,007692403;0,542109;0,006654832;0;0;0,002737263;0,000766782;-0,5344166;0,4837827
03:12,1;0,4765247;0,008102618;0,5355933;0,007244254;0;0;0,002930845;0,000629222;-0,5274907;0,4837827
03:12,1;0,4801585;0,008129158;0,5291493;0,007680462;0;0;0,00297126;0,000516341;-0,5210201;0,4835783
03:12,2;0,4831623;0,008269177;0,5244897;0,00819347;0;0;0,003056705;0,00042371;-0,5162205;0,482685
03:12,3;0,484666;0,008707955;0,5213192;0,008770143;0;0;0,003177418;0,000347697;-0,5126113;0,4811791
03:12,3;0,4862752;0,008725544;0,5184926;0,008973729;0;0;0,003184881;0,00028532;-0,5097671;0,480278
03:12,4;0,4902496;0,00832074;0,5136089;0,008359269;0;0;0,00311347;0,000234134;-0,5052881;0,479916
03:12,5;0,5116299;0,009882037;0,507855;0,008251923;0;0;0,003218492;0,000192131;-0,497973;0,479916
03:12,5;0,5268718;0,01113375;0,5024241;0,007541211;0;0;0,003463551;0,000157663;-0,4912903;0,479916
03:12,6;0,5371826;0,01188864;0,4976667;0,006526543;0;0;0,003898191;0,000129378;-0,485778;0,478653
03:12,7;0,5489293;0,01240947;0,4873275;0,006193924;0;0;0,004221126;0,000106168;-0,474918;0,4768197
03:12,7;0,5592783;0,01283769;0,4767449;0,005838546;0;0;0,004415897;0,000087121;-0,4639072;0,4747809
03:12,8;0,5703449;0,01347189;0,4634603;0,005059259;0;0;0,004589972;0,000071492;-0,4499884;0,4727946
03:12,9;0,5783197;0,01443205;0,4544632;0,005204665;0;0;0,00475638;0,000058666;-0,4400311;0,4708593
03:12,9;0,5830356;0,01497192;0,4485846;0,005478736;0;0;0,005114669;0,000048142;-0,4336127;0,4689732
03:13,0;0,5850545;0,01581484;0,4465814;0,005187263;0;0;0,005546987;0,000039505;-0,4307666;0,4671349
03:13,0;0,5828782;0,01669491;0,448572;0,005464213;0;0;0,006190815;0,000032418;-0,4318771;0,4653427
03:13,1;0,5780139;0,01705015;0,4546898;0,005973252;0;0;0,006676546;0,000026602;-0,4376397;0,4630472
03:13,2;0,5633907;0,01618091;0,4664887;0,005767886;0;0;0,006767675;0,00002183;-0,4503078;0,4597578
03:13,2;0,5494425;0,01535521;0,4777037;0,006882424;0;0;0,006792185;0,000017914;-0,4623485;0,4567398
